Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Shipped,Grand_Total
968,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ  ,Yuke's  ,8.7,,1.76,1.21,0.07,0.16,3.2,,3.2
969,Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.3,,1.07,1.55,0.06,0.51,3.19,,3.19
970,Front Mission,Series,2000,Role-Playing,Square  ,G-Craft  ,,,,,,,,3.18,3.18
971,1-2-Switch,NS,2017,Party,Nintendo  ,Nintendo EPD  ,5.7,,,,,,,3.18,3.18
972,Personal Trainer: Cooking,DS,2008,Misc,Nintendo  ,Nintendo EAD  ,8.4,,,,,,,3.18,3.18
973,SimCity,All,N/A,Simulation,Unknown  ,Maxis  ,,,,,,,,3.18,3.18
974,Enter the Matrix,PS2,2003,Action,Atari  ,Shiny Entertainment  ,,,1.78,1.12,0.09,0.19,3.18,,3.18
975,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft  ,Ubisoft Quebec  ,9.5,,1.18,1.4,0.09,0.51,3.18,,3.18
976,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.2,,1.54,1.04,0.1,0.49,3.17,,3.17
977,Sonic Heroes,PS2,2004,Platform,Sega  ,Sonic Team  ,6.6,,,,,,,3.16,3.16
978,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios  ,1st Playable Productions  ,7,,1.87,0.97,,0.3,3.14,,3.14
979,FIFA Soccer 08,PS2,2007,Sports,EA Sports  ,EA Canada  ,,,0.68,0,,2.46,3.14,,3.14
980,FIFA 18,XOne,2017,Sports,EA Sports  ,EA Vancouver  ,8,,0.98,1.92,,0.23,3.14,,3.14
981,Spider-Man,PS,2000,Action,Activision  ,Neversoft Entertainment  ,,,1.7,1.25,0.02,0.16,3.13,,3.13
982,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts  ,EA Canada  ,,,2.14,0.86,,0.13,3.12,,3.12
983,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Bethesda Softworks  ,4J Studios  ,9.3,,1.69,0.86,0.14,0.44,3.12,,3.12
984,Star Wars Episode I Racer,N64,1999,Racing,LucasArts  ,LucasArts  ,8.7,,,,,,,3.12,3.12
985,Tekken 6,PS3,2009,Fighting,Namco Bandai  ,Namco Bandai Games  ,7.9,,,,,,,3.12,3.12
986,Yoshi,GB,1992,Puzzle,Nintendo  ,Game Freak  ,,,,,,,,3.12,3.12
987,Resident Evil 6,PS3,2012,Action,Capcom  ,Capcom  ,,,0.88,0.97,0.88,0.39,3.12,,3.12
988,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft  ,Ubisoft Paris  ,7,,1.07,1.35,0.22,0.47,3.12,,3.12
989,NBA 2K13,X360,2012,Sports,2K Sports  ,Visual Concepts  ,8.6,,2.62,0.21,0.01,0.28,3.11,,3.11
990,Titanfall,XOne,2014,Shooter,Electronic Arts  ,Respawn Entertainment  ,,,1.88,0.91,0.04,0.28,3.11,,3.11
991,Mario Party 9,Wii,2012,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.5,,,,,,,3.11,3.11
992,Dead Rising 2,All,N/A,Action-Adventure,Unknown  ,Blue Castle Games  ,,,,,,,,3.1,3.1
993,Parasite Eve,Series,1998,Role-Playing,Square  ,Square  ,,,,,,,,3.1,3.1
994,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,9.5,8.9,1.99,0.81,0.03,0.27,3.1,,3.1
995,Madden NFL 2002,PS2,2001,Sports,EA Sports  ,EA Sports  ,,,2.5,0.16,0.01,0.42,3.08,,3.08
996,World Class Track Meet,NES,1987,Sports,Bandai  ,Bandai  ,,,,,,,,3.08,3.08
997,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.3,,1.8,0.98,,0.29,3.08,,3.08
998,Saints Row 2,X360,2008,Action,THQ  ,Volition Inc.  ,7.9,,1.98,0.79,0.02,0.28,3.07,,3.07
999,Donkey Kong,GB,1994,Platform,Nintendo  ,Nintendo EAD  ,,,,,,,,3.07,3.07
1000,The Sims: Vacation,PC,2002,Simulation,Electronic Arts  ,Maxis  ,,,1.72,1.21,,0.14,3.07,,3.07
1001,Call of Duty: Ghosts,XOne,2013,Shooter,Activision  ,Infinity Ward  ,7.5,,1.92,0.86,,0.28,3.07,,3.07
1002,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.8,,1.75,1.02,,0.29,3.06,,3.06
1003,Borderlands 2,X360,2013,Shooter,2K Games  ,Gearbox Software  ,,,1.89,0.88,0.04,0.26,3.06,,3.06
1004,Mario Tennis Aces,NS,2018,Sports,Nintendo  ,Camelot Software Planning  ,7.8,,,,,,,3.06,3.06
1005,New Super Luigi U,WiiU,2013,Action,Nintendo  ,Nintendo  ,7.8,,,,,,,3.06,3.06
1006,Kung Fu Panda,X360,2008,Platform,Activision  ,Luxoflux  ,7.5,,1.91,0.84,,0.29,3.05,,3.05
1007,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts  ,BioWare  ,,,1.94,0.84,0.03,0.24,3.04,,3.04
1008,Rhythm Heaven,DS,2009,Music,Nintendo  ,Nintendo SPD Group No.1  ,8.5,,,,,,,3.04,3.04
1009,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.97,1.15,0.5,0.42,3.04,,3.04
1010,Rayman,PS,1995,Platform,Ubisoft  ,Ubisoft Montpellier  ,7,,1.54,1.33,,0.16,3.03,,3.03
1011,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft  ,Ubisoft  ,9.3,9.1,1.85,1.04,,0.13,3.02,,3.02
1012,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo  ,Nintendo IRD  ,,,,,,,,3.02,3.02
1013,Professor Layton and the Unwound Future,DS,2010,Adventure,Nintendo  ,Level 5  ,8.4,,,,,,,3.02,3.02
1014,SoulCalibur IV,All,N/A,Fighting,Unknown  ,Project Soul  ,,,,,,,,3.02,3.02
1015,Disney Epic Mickey,Wii,2010,Platform,Disney Interactive Studios  ,Junction Point Studios  ,7,,2.04,0.63,0.12,0.23,3.02,,3.02
1016,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment  ,Guerrilla Games  ,9.1,9.3,1.4,1.07,0.08,0.46,3.02,,3.02
1017,Fire Emblem Fates,3DS,2016,Role-Playing,Nintendo  ,Intelligent Systems  ,,,,,,,,3,3
1018,BioShock 2,All,N/A,Shooter,Unknown  ,2K Marin  ,,,,,,,,3,3
1019,Civilization II,All,N/A,Strategy,Unknown  ,MicroProse  ,,,,,,,,3,3
1020,Command & Conquer,All,N/A,Strategy,Unknown  ,Westwood Studios  ,,,,,,,,3,3
1021,Crysis,PC,2007,Shooter,Electronic Arts  ,Crytek  ,9.2,8.5,,,,,,3,3
1022,DayZ,PC,2012,Misc,Bohemia Interactive  ,Unknown  ,,,,,,,,3,3
1023,Fable,XB,2004,Role-Playing,Microsoft Game Studios  ,Big Blue Box  ,8.6,,,,,,,3,3
1024,Gears of War 3,X360,2011,Shooter,Microsoft Studios  ,Epic Games  ,9.1,,,,,,,3,3
1025,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,,,,,,,3,3
1026,Gungeon,Series,2016,Action-Adventure,Devolver Digital  ,Dodge Roll  ,,,,,,,,3,3
1027,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios  ,Bungie  ,8.7,,,,,,,3,3
1028,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment  ,Quantic Dream  ,8.8,8.6,,,,,,3,3
1029,Hyrule Warriors: Age of Calamity,NS,2020,Action,Nintendo  ,Koei Tecmo Games  ,,,,,,,,3,3
1030,Kinect Sports,X360,2010,Sports,Microsoft Game Studios  ,Rare Ltd.  ,7.4,,,,,,,3,3
1031,Mortal Kombat,All,N/A,Fighting,Unknown  ,Midway  ,,,,,,,,3,3
1032,Mortal Kombat (2011),All,N/A,Fighting,Unknown  ,NetherRealm Studios  ,,,,,,,,3,3
1033,MotorStorm,PS3,2007,Racing,Sony Computer Entertainment  ,Evolution Studios  ,8.2,,,,,,,3,3
1034,Nioh,All,N/A,Action,Unknown  ,Team Ninja  ,,,,,,,,3,3
1035,Rally Championship,Series,N/A,Racing,Unknown  ,Red Rat Software  ,,,,,,,,3,3
1036,Resident Evil 3 (2020),All,N/A,Action-Adventure,Unknown  ,Capcom  ,,,,,,,,3,3
1037,Shaun White Snowboarding,All,N/A,Sports,Unknown  ,Ubisoft Montreal  ,,,,,,,,3,3
1038,Sid Meier's Civilization IV,PC,2005,Strategy,2K Games  ,Firaxis Games  ,9.4,,,,,,,3,3
1039,Sonic and the Secret Rings,Wii,2007,Platform,Sega  ,Sonic Team  ,6.7,,,,,,,3,3
1040,Sonic Rush,DS,2005,Platform,Sega  ,Dimps Corporation  ,7.8,,,,,,,3,3
1041,Space Engineers,PC,2019,Simulation,Keen Software House  ,Keen Software House  ,,,,,,,,3,3
1042,The Outer Worlds,Series,2019,Role-Playing,Private Division  ,Obsidian Entertainment  ,,,,,,,,3,3
1043,The Outer Worlds,All,N/A,Role-Playing,Unknown  ,Obsidian Entertainment  ,,,,,,,,3,3
1044,Torchlight II,PC,2012,Role-Playing,Runic Games  ,Runic Games  ,,,,,,,,3,3
1045,Warcraft II: Tides of Darkness,PC,1996,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,,,,,,,3,3
1046,Warhammer: Vermintide,Series,2015,Action,Fatshark  ,Fatshark  ,,,,,,,,3,3
1047,World War Z,All,N/A,Shooter,Unknown  ,Saber Interactive  ,,,,,,,,3,3
1048,WWE 2K15,All,N/A,Sports,Unknown  ,THQ  ,,,,,,,,3,3
1049,WWE 2K17,All,N/A,Sports,Unknown  ,THQ  ,,,,,,,,3,3
1050,Your Shape,Series,2009,Sports,Ubisoft  ,Ubisoft  ,,,,,,,,3,3
1051,WWE SmackDown! vs. Raw 2006,PS2,2005,Fighting,THQ  ,Yuke's  ,8.4,,1.57,1.02,,0.41,3,,3
1052,Kirby Super Star Ultra,DS,2008,Platform,Nintendo  ,HAL Laboratory  ,7.3,,,,,,,2.99,2.99
1053,Star Fox,SNES,1993,Shooter,Nintendo  ,Argonaut Games  ,,,,,,,,2.99,2.99
1054,The Sims: Livin Large,PC,2000,Misc,Electronic Arts  ,Maxis  ,,,1.67,1.18,,0.13,2.99,,2.99
1055,World Soccer Winning Eleven 6 International,PS2,2003,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.12,1.26,1.16,0.45,2.99,,2.99
1056,Far Cry 3,X360,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,1.38,1.33,0.02,0.25,2.98,,2.98
1057,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,7.8,,,,,,,2.98,2.98
1058,Style Savvy,DS,2009,Simulation,Nintendo  ,syn Sophia  ,7.6,,,,,,,2.98,2.98
1059,Super Meat Boy,PC,2010,Platform,Unknown  ,Team Meat  ,9.2,,,,,,,2.97,2.97
1060,Yokai Watch,3DS,2015,Role-Playing,Nintendo  ,Level 5  ,7.7,,,,,,,2.97,2.97
1061,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.7,,,,,,,2.97,2.97
1062,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo  ,Nintendo EAD  ,8.7,,,,,,,2.96,2.96
1063,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,8.9,8.8,1.33,1.11,0.08,0.44,2.96,,2.96
1064,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive  ,IO Interactive  ,,,1.36,1.15,0.04,0.41,2.96,,2.96
1065,Street Fighter IV,X360,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.3,9.3,1.83,0.7,0.15,0.26,2.95,,2.95
1066,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,,,2.22,0.51,0.06,0.15,2.94,,2.94
1067,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ  ,Yuke's  ,,,1.45,1.11,0.04,0.33,2.94,,2.94
1068,Wave Race 64,N64,1996,Racing,Nintendo  ,Nintendo EAD  ,9.2,,,,,,,2.94,2.94
1069,Pac-Man Collection,GBA,2001,Puzzle,Namco  ,Mass Media  ,,,2.07,0.77,0.05,0.05,2.94,,2.94
1070,Kirby Star Allies,NS,2018,Platform,Nintendo  ,HAL Laboratory  ,8.1,10,,,,,,2.93,2.93
1071,Pok茅mon Ranger,DS,2006,Role-Playing,Nintendo  ,HAL Laboratory  ,6.6,,,,,,,2.93,2.93
1072,Madden NFL 13,X360,2012,Sports,EA Sports  ,EA Tiburon  ,8,,2.53,0.16,,0.24,2.93,,2.93
1073,Doom (2016),PS4,2016,Shooter,Bethesda Softworks  ,id Software  ,,,0.93,1.48,0.04,0.46,2.92,,2.92
1074,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios  ,BioWare Edmonton  ,9.2,9.1,1.83,0.79,0.03,0.27,2.91,,2.91
1075,FIFA 15,X360,2014,Sports,EA Sports  ,EA Canada  ,6.9,,0.8,1.9,,0.21,2.91,,2.91
1076,Counter-Strike: Condition Zero,PC,2004,Shooter,Sierra Entertainment  ,Turtle Rock Studios  ,6.8,,,,,,,2.9,2.9
1077,Dead Rising,All,N/A,Action,Unknown  ,Capcom  ,,,,,,,,2.9,2.9
1078,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari  ,Dimps Corporation  ,,,,,,,,2.9,2.9
1079,Far Cry 2,All,N/A,Shooter,Unknown  ,Ubisoft Montreal  ,,,,,,,,2.9,2.9
1080,Final Fantasy III,SNES,1994,Role-Playing,Square  ,SquareSoft  ,9.1,,,,,,,2.9,2.9
1081,Mario Party: Island Tour,3DS,2013,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",5.5,,,,,,,2.9,2.9
1082,Nioh,PS4,2017,Action,Sony Interactive Entertainment  ,Team Ninja  ,,,,,,,,2.9,2.9
1083,WWE SmackDown! vs. Raw 2006,All,N/A,Sports,Unknown  ,THQ  ,,,,,,,,2.9,2.9
1084,Mortal Kombat (2011),PS3,2011,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.5,,1.98,0.54,,0.38,2.9,,2.9
1085,Sega Superstars Tennis,X360,2008,Sports,Sega  ,Sumo Digital  ,6.9,,1.75,0.86,,0.28,2.89,,2.89
1086,Cooking Mama: Cook Off,Wii,2007,Simulation,Majesco  ,Office Create  ,5.9,,1.41,1.12,0.05,0.3,2.89,,2.89
1087,Hot Shots Golf 3,PS2,2002,Sports,Sony Computer Entertainment  ,Clap Hanz  ,,,0.99,0.32,1.38,0.2,2.89,,2.89
1088,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision  ,Spark Unlimited  ,,,1.51,1.12,0.01,0.24,2.89,,2.89
1089,Syphon Filter,PS,1999,Shooter,989 Studios  ,Eidetic  ,9.2,,2.03,0.72,0.02,0.11,2.88,,2.88
1090,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,,,,,,2.88,2.88
1091,Final Fantasy V,All,N/A,Role-Playing,Unknown  ,Square  ,,,,,,,,2.88,2.88
1092,Imagine: Babyz,DS,2007,Simulation,Ubisoft  ,Visual Impact  ,3.5,,1.3,1.26,,0.31,2.87,,2.87
1093,Donkey Kong Country Returns 3D,3DS,2013,Platform,Nintendo  ,Monster Games  ,8.6,,,,,,,2.87,2.87
1094,Fire Emblem: Three Houses,NS,2019,Role-Playing,Nintendo  ,Intelligent Systems  ,,10,,,,,,2.87,2.87
1095,Mafia III,PS4,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.9,,0.72,1.67,0.04,0.44,2.87,,2.87
1096,Subnautica,PC,2018,Adventure,Unknown Worlds Entertainment  ,Unknown Worlds Entertainment  ,,,,,,,,2.87,2.87
1097,Colin McRae Rally,PS,2000,Racing,Sony Computer Entertainment  ,Codemasters  ,7.9,,0.09,2.43,0.12,0.22,2.87,,2.87
1098,Wii Music,Wii,2008,Music,Nintendo  ,Nintendo EAD  ,5.6,,,,,,,2.86,2.86
1099,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.2,,2.09,0.63,0.03,0.11,2.86,,2.86
1100,Prison Architect,PC,2015,Simulation,Introversion Software  ,Introversion Software  ,,,,,,,,2.86,2.86
1101,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,1.87,0.57,0.11,0.3,2.85,,2.85
1102,F-Zero,SNES,1991,Racing,Nintendo  ,Nintendo EAD  ,,,,,,,,2.85,2.85
1103,Yoshi's Story,N64,1998,Platform,Nintendo  ,Nintendo EAD  ,,,,,,,,2.85,2.85
1104,The Walking Dead: A Telltale Games Series,PC,2012,Adventure,Telltale Games  ,Telltale Games  ,,,,,,,,2.85,2.85
1105,Superhot,Series,2016,Shooter,SUPERHOT Team  ,SUPERHOT Team  ,,,,,,,,2.84,2.84
1106,Metroid Prime,GC,2002,Shooter,Nintendo  ,Retro Studios  ,9.6,9.5,,,,,,2.84,2.84
1107,Zumba Fitness 2,Wii,2011,Sports,Majesco  ,"Pipeworks Software, Inc.  ",,,1.52,1.05,,0.26,2.83,,2.83
1108,Madden NFL 10,X360,2009,Sports,EA Sports  ,EA Tiburon  ,8.6,,2.52,0.09,,0.22,2.83,,2.83
1109,BioShock,X360,2007,Shooter,2K Games  ,2K Australia / 2K Boston  ,9.6,9.5,1.65,0.85,0.05,0.28,2.83,,2.83
1110,Yoshi's Island: Super Mario Advance 3,GBA,2002,Platform,Nintendo  ,Nintendo EAD  ,,,,,,,,2.83,2.83
1111,WWE SmackDown! vs. Raw,PS2,2004,Fighting,THQ  ,Yuke's  ,,,1.32,1.08,0.04,0.39,2.83,,2.83
1112,Finding Nemo,GBA,2003,Platform,THQ  ,Vicarious Visions  ,7,,1.59,1.05,0.04,0.14,2.82,,2.82
1113,Medal of Honor,PS3,2010,Shooter,Electronic Arts  ,EA Los Angeles  ,7,,1.28,1.04,0.07,0.43,2.82,,2.82
1114,Diablo III: Ultimate Evil Edition,PS4,2014,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.83,1.48,0.08,0.44,2.82,,2.82
1115,Paper Mario: The Origami King,NS,2020,Action-Adventure,Nintendo  ,Intelligent Systems  ,,9,,,,,,2.82,2.82
1116,The Legend of Zelda: A Link to the Past,GBA,2002,Adventure,Nintendo  ,"Flagship Co., Ltd. / Nintendo EAD  ",9.6,,,,,,,2.82,2.82
1117,Tomb Raider: Legend,All,N/A,Action-Adventure,Unknown  ,Crystal Dynamics  ,,,,,,,,2.82,2.82
1118,Gran Turismo (PSP),PSN,2009,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,7.8,,0.43,0.91,0.31,1.16,2.82,,2.82
1119,Thief,Series,1998,Action-Adventure,Eidos Interactive  ,Looking Glass Studios  ,,,,,,,,2.81,2.81
1120,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts  ,Criterion Games  ,8.9,,1.05,1.24,0.03,0.49,2.81,,2.81
1121,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft  ,Virtual Toys / Lexis Numerique  ,3,,1.32,1.19,,0.3,2.81,,2.81
1122,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment  ,Guerrilla Games  ,8.2,,1.46,0.87,0.09,0.38,2.81,,2.81
1123,Hitman: Absolution,PC,2012,Action,Square Enix  ,IO Interactive  ,9,,,,,,,2.81,2.81
1124,Dead Rising 3,XOne,2013,Action,Microsoft Studios  ,Capcom  ,,,,,,,,2.8,2.8
1125,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix  ,ChunSoft  ,,,,,,,,2.8,2.8
1126,Hollow Knight,Series,2017,Action-Adventure,Team Cherry  ,Team Cherry  ,,,,,,,,2.8,2.8
1127,Infestation: Survivor Stories,PC,N/A,Action-Adventure,Unknown  ,Hammerpoint Interactive  ,,,,,,,,2.8,2.8
1128,Madden NFL 07,PS2,2006,Sports,EA Sports  ,EA Tiburon  ,8.5,,,,,,,2.8,2.8
1129,Ni no Kuni,Series,2013,Role-Playing,Namco Bandai Games  ,Level 5  ,,,,,,,,2.8,2.8
1130,Tom Clancy's Splinter Cell: Pandora Tomorrow,All,N/A,Action-Adventure,Unknown  ,Ubisoft  ,,,,,,,,2.8,2.8
1131,Hot Shots Golf,PS,1998,Sports,Sony Computer Entertainment  ,Camelot Software Planning  ,,,0.29,0.2,2.13,0.18,2.79,,2.79
1132,Trine 2,PC,2011,Platform,Frozenbyte  ,Frozenbyte  ,,,,,,,,2.79,2.79
1133,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision  ,Toys for Bob  ,8,,1.35,1.15,,0.3,2.79,,2.79
1134,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment  ,Traveller's Tales  ,3.6,,1.96,0.72,,0.11,2.79,,2.79
1135,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ  ,Yuke's  ,,,1.19,1.15,0.04,0.41,2.79,,2.79
1136,Mortal Kombat Trilogy,PS,1996,Fighting,Midway Games  ,Avalanche Software  ,,,1.98,0.7,,0.11,2.79,,2.79
1137,NBA Street,PS2,2001,Sports,EA Sports BIG   ,NuFX  ,,,2.19,0.22,,0.38,2.79,,2.79
1138,Jak II,PS2,2003,Platform,Sony Computer Entertainment  ,Naughty Dog  ,,,1.68,0.74,,0.36,2.78,,2.78
1139,The Sims,PS2,2003,Simulation,Electronic Arts  ,Edge of Reality  ,,,1.41,1.12,,0.24,2.77,,2.77
1140,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts  ,LucasArts  ,7.1,,1.74,0.78,,0.26,2.77,,2.77
1141,Saints Row: The Third,X360,2011,Action,THQ  ,Volition Inc.  ,8.3,,1.26,1.14,0.07,0.3,2.77,,2.77
1142,Tekken 7,PS4,2017,Fighting,Namco Bandai Games  ,Namco Bandai Games  ,,,,,,,,2.77,2.77
1143,Missile Command,2600,1981,Shooter,Atari  ,Atari  ,,,2.56,0.17,,0.03,2.76,,2.76
1144,Battlefield 3,PC,2011,Shooter,Electronic Arts  ,Dice  ,8.9,,0.89,1.44,,0.43,2.76,,2.76
1145,The Binding of Isaac: Rebirth,PC,2014,Action,Nicalis  ,Nicalis  ,,,,,,,,2.76,2.76
1146,Resident Evil,PS,1996,Action,Capcom  ,Capcom  ,8.6,,,,,,,2.75,2.75
1147,Need for Speed: Most Wanted (2012),PS3,2012,Racing,Electronic Arts  ,Criterion Games  ,,,0.71,1.52,0.06,0.45,2.74,,2.74
1148,Tetris DS,DS,2006,Puzzle,Nintendo  ,Nintendo  ,8.5,,,,,,,2.74,2.74
1149,L.A. Noire,X360,2011,Adventure,Rockstar Games  ,Team Bondi  ,9.1,,1.55,0.92,0.02,0.24,2.73,,2.73
1150,Metroid,NES,1987,Adventure,Nintendo  ,Nintendo R&D1  ,,,,,,,,2.73,2.73
1151,Far Cry: Primal,PS4,2016,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,7.2,,0.63,1.61,0.07,0.41,2.73,,2.73
1152,Overwatch,XOne,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,,1.63,0.84,,0.25,2.72,,2.72
1153,Need for Speed (2015),PS4,2015,Racing,Electronic Arts  ,Ghost Games  ,7,,0.59,1.66,0.06,0.41,2.72,,2.72
1154,Madden NFL 13,PS3,2012,Sports,EA Sports  ,EA Tiburon  ,8.3,,2.12,0.24,,0.36,2.71,,2.71
1155,Skate 3,X360,2010,Sports,EA Sports  ,EA Black Box  ,8.3,,1.47,0.99,,0.25,2.71,,2.71
1156,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,1.62,0.84,,0.25,2.71,,2.71
1157,World Soccer Winning Eleven 7 International,PS2,2004,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,9.2,,,,,,,2.71,2.71
1158,Divinity: Original Sin,PC,2015,Misc,Focus Home Interactive  ,Unknown  ,,,,,,,,2.71,2.71
1159,Madden NFL 12,X360,2011,Sports,EA Sports  ,EA Tiburon  ,7.8,,2.43,0.11,,0.16,2.7,,2.7
1160,1602 A.D.,PC,2000,Simulation,Sunflowers  ,Max Design  ,,,,,,,,2.7,2.7
1161,Kane & Lynch,Series,N/A,Shooter,Unknown  ,IO Interactive  ,,,,,,,,2.7,2.7
1162,Lego Harry Potter: Years 1-4,All,N/A,Action-Adventure,Unknown  ,Warner Bros. Interactive Entertainment  ,,,,,,,,2.7,2.7
1163,Mario Party,N64,1999,Misc,Nintendo  ,Hudson Soft  ,7.6,,,,,,,2.7,2.7
1164,World of Warcraft: Mists of Pandaria,PC,2012,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,,2.7,2.7
1165,Call of Duty 3,X360,2006,Shooter,Activision  ,Treyarch  ,8,8.4,1.49,0.92,0.02,0.27,2.7,,2.7
1166,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts  ,Traveller's Tales  ,8.4,,1.85,0.64,0.01,0.19,2.69,,2.69
1167,Sonic the Hedgehog (2006),All,N/A,Platform,Unknown  ,Sonic Team  ,,,,,,,,2.69,2.69
1168,Madden NFL 11,X360,2010,Sports,EA Sports  ,EA Tiburon  ,8.3,,2.38,0.12,,0.19,2.69,,2.69
1169,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts  ,Criterion Games  ,9.3,,1.23,1.11,,0.34,2.68,,2.68
1170,Iron Man,All,N/A,Action-Adventure,Unknown  ,Artificial Mind & Movement  ,,,,,,,,2.68,2.68
1171,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games  ,Dimps Corporation  ,7.1,,,,,,,2.67,2.67
1172,Mortal Kombat,GEN,1993,Fighting,Arena Entertainment  ,Probe Entertainment Limited  ,,,1.95,0.63,,0.09,2.67,,2.67
1173,Call of Duty 2: Big Red One,PS2,2005,Shooter,Activision  ,Treyarch  ,8.5,,1.48,0.92,0.01,0.26,2.67,,2.67
1174,Medal of Honor,PS,1999,Shooter,Electronic Arts  ,DreamWorks Interactive  ,9.3,,1.44,1.09,,0.14,2.67,,2.67
1175,Guitar Hero: World Tour,X360,2008,Misc,Activision  ,Neversoft Entertainment  ,8.6,,1.78,0.64,,0.25,2.66,,2.66
1176,WWE SmackDown! Shut Your Mouth,PS2,2002,Fighting,THQ  ,Yuke's  ,,,1.32,1.29,0.04,,2.66,,2.66
1177,Final Fantasy XIII-2,PS3,2012,Role-Playing,Square Enix  ,Square Enix  ,,,0.78,0.75,0.89,0.23,2.66,,2.66
1178,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts  ,Team Fusion  ,6.7,,0.86,1.11,0.01,0.67,2.66,,2.66
1179,Hannah Montana,DS,2006,Action,Buena Vista  ,DC Studios  ,6.5,,1.59,0.8,,0.26,2.65,,2.65
1180,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts  ,Slightly Mad Studios  ,8.2,,0.69,1.4,0.04,0.52,2.65,,2.65
